Member_number,Date,itemDescription
2757,4/28/2015,condensed milk
4761,8/9/2015,newspapers
2688,11/22/2015,whole milk
2458,8/23/2015,pip fruit
4087,8/26/2015,butter
4677,10/15/2015,rolls/buns
3250,12/4/2015,whole milk
3488,8/19/2015,bottled beer
1679,6/24/2015,frozen vegetables
4820,7/23/2015,domestic eggs
2079,5/16/2015,whole milk
2460,10/27/2015,rolls/buns
4286,6/6/2015,citrus fruit
3050,10/8/2015,chocolate
2888,5/9/2015,soda
2376,5/28/2015,whole milk
4748,3/23/2015,newspapers
2311,6/6/2015,other vegetables
4765,5/7/2015,zwieback
4199,4/8/2015,candles
2592,3/20/2015,yogurt
1403,5/15/2015,whipped/sour cream
4031,3/1/2015,other vegetables
1416,4/3/2015,yogurt
4022,4/24/2015,herbs
3674,3/22/2015,other vegetables
3430,4/16/2015,candy
1113,3/29/2015,pudding powder
4178,1/22/2015,fruit/vegetable juice
4037,9/5/2015,frozen dessert
3917,9/13/2015,shopping bags
4658,7/14/2015,pastry
1408,7/23/2015,whole milk
4940,4/17/2015,cream
1639,10/10/2015,tropical fruit
4139,11/26/2015,rolls/buns
2799,6/17/2015,baking powder
4041,10/16/2015,frozen potato products
3508,7/2/2015,dishes
1584,11/3/2015,cream cheese 
4006,2/7/2015,newspapers
4593,7/4/2015,pickled vegetables
4875,8/22/2015,red/blush wine
2534,9/8/2015,bottled water
2413,12/13/2015,whole milk
1909,10/1/2015,sliced cheese
4367,11/15/2015,whole milk
4240,10/28/2015,coffee
1866,8/11/2015,pip fruit
3905,6/19/2015,frozen meals
4906,9/16/2015,butter milk
4478,4/12/2015,bottled water
2765,7/22/2015,waffles
4178,11/13/2015,pastry
4330,6/22/2015,whole milk
1659,3/25/2015,other vegetables
2406,10/24/2015,root vegetables
3465,1/15/2015,frozen vegetables
3178,10/22/2015,sugar
2218,2/7/2015,whole milk
3980,9/4/2015,citrus fruit
2519,3/14/2015,yogurt
2568,9/10/2015,pip fruit
1130,1/15/2015,cream cheese 
1231,5/20/2015,photo/film
2654,9/22/2015,whole milk
3913,3/21/2015,frozen meals
3276,2/23/2015,whole milk
4094,3/30/2015,soda
3997,7/19/2015,mustard
2313,2/18/2015,pastry
2716,10/9/2015,rolls/buns
3923,1/27/2015,butter
4541,4/18/2015,hygiene articles
4524,8/26/2015,coffee
1750,8/2/2015,pastry
1527,12/30/2015,whole milk
1379,1/7/2015,pip fruit
2380,9/10/2015,cookware
3259,2/9/2015,oil
3268,7/13/2015,whole milk
3117,3/3/2015,brown bread
1972,2/6/2015,pasta
1154,6/4/2015,other vegetables
2408,3/25/2015,curd
2400,3/22/2015,tropical fruit
1286,8/3/2015,dessert
3505,7/21/2015,other vegetables
4503,12/19/2015,whipped/sour cream
4292,3/27/2015,bottled water
4906,9/30/2015,citrus fruit
2745,8/4/2015,rolls/buns
4682,5/17/2015,other vegetables
2553,1/2/2015,tropical fruit
3985,2/18/2015,canned beer
2741,9/28/2015,bottled beer
2642,1/4/2015,beverages
1873,2/14/2015,pastry
3738,7/15/2015,rolls/buns
2042,11/17/2015,root vegetables
4669,5/27/2015,other vegetables
2045,8/16/2015,sweet spreads
3450,3/10/2015,tropical fruit
2225,12/3/2015,whole milk
2290,10/9/2015,pip fruit
4494,2/11/2015,tropical fruit
3539,1/24/2015,bottled beer
1002,4/26/2015,sugar
3222,5/8/2015,sliced cheese
1711,11/22/2015,yogurt
2436,11/24/2015,whole milk
2888,12/20/2015,other vegetables
4665,2/26/2015,whole milk
2977,3/1/2015,UHT-milk
3052,4/7/2015,rolls/buns
4943,7/28/2015,soda
1323,3/11/2015,whole milk
1604,4/11/2015,rum
2794,12/9/2015,specialty chocolate
2253,7/21/2015,white bread
2873,3/9/2015,whipped/sour cream
2707,6/22/2015,newspapers
2718,1/25/2015,chewing gum
3711,8/7/2015,berries
2960,2/17/2015,pastry
1702,1/14/2015,bottled beer
4347,7/3/2015,root vegetables
2913,4/7/2015,ready soups
3893,4/15/2015,whole milk
1950,10/23/2015,frozen vegetables
3205,3/20/2015,detergent
1943,3/24/2015,liquor
3604,5/18/2015,cat food
2048,12/16/2015,sugar
2176,8/8/2015,onions
2659,6/15/2015,yogurt
3841,1/2/2015,other vegetables
1077,12/9/2015,soda
2403,11/28/2015,chewing gum
3324,8/24/2015,rolls/buns
4976,11/7/2015,pastry
3894,6/11/2015,other vegetables
3718,10/18/2015,rolls/buns
3652,9/18/2015,whole milk
4867,3/1/2015,salty snack
1845,5/28/2015,rolls/buns
2233,8/28/2015,chocolate
1958,3/7/2015,cream cheese 
1535,1/14/2015,soda
2187,8/16/2015,sugar
4557,10/19/2015,packaged fruit/vegetables
1482,2/21/2015,cake bar
4614,7/6/2015,butter
1341,9/16/2015,fruit/vegetable juice
4768,3/13/2015,yogurt
3683,4/12/2015,frozen meals
3471,5/29/2015,liquor
4698,10/25/2015,newspapers
4134,11/28/2015,dessert
1357,7/28/2015,brown bread
2617,5/22/2015,dessert
2834,12/26/2015,cream cheese 
1921,10/25/2015,bottled water
1248,8/25/2015,curd
3945,4/10/2015,onions
2265,7/29/2015,chewing gum
1046,6/18/2015,pastry
1484,2/24/2015,whole milk
3355,10/18/2015,brown bread
4563,5/16/2015,whole milk
4255,8/15/2015,dishes
3741,11/21/2015,other vegetables
2990,12/8/2015,specialty bar
1655,11/20/2015,whole milk
1878,2/22/2015,yogurt
3877,11/1/2015,whipped/sour cream
3370,12/11/2015,sugar
3084,4/19/2015,salt
1472,6/7/2015,whole milk
3160,1/22/2015,yogurt
1854,7/26/2015,newspapers
4113,7/19/2015,bottled beer
1551,11/8/2015,syrup
3195,1/30/2015,yogurt
1170,1/12/2015,pip fruit
2653,7/12/2015,spread cheese
3494,4/7/2015,fruit/vegetable juice
4787,5/25/2015,cat food
2008,10/21/2015,soda
3692,2/20/2015,coffee
1016,4/23/2015,pip fruit
4667,2/23/2015,rolls/buns
4191,10/5/2015,long life bakery product
2015,12/5/2015,rum
3002,2/19/2015,snack products
4068,10/1/2015,yogurt
4432,9/25/2015,coffee
3406,5/17/2015,sliced cheese
1844,10/2/2015,grapes
4793,2/24/2015,specialty chocolate
3363,5/18/2015,baking powder
2160,6/10/2015,dishes
1448,3/19/2015,liquor
1346,8/5/2015,domestic eggs
3863,6/13/2015,pet care
4611,8/3/2015,cooking chocolate
1368,7/15/2015,soft cheese
1808,4/2/2015,semi-finished bread
4589,8/12/2015,beverages
2814,10/21/2015,dish cleaner
4848,6/23/2015,mustard
3454,12/17/2015,other vegetables
1118,7/27/2015,yogurt
1863,11/2/2015,beverages
3154,5/1/2015,shopping bags
3251,12/26/2015,rolls/buns
4964,11/30/2015,domestic eggs
4537,12/20/2015,whipped/sour cream
2063,11/27/2015,herbs
4873,4/27/2015,hard cheese
1841,10/5/2015,margarine
4420,2/25/2015,red/blush wine
3593,8/27/2015,coffee
4123,12/14/2015,hair spray
4571,5/4/2015,napkins
4503,11/26/2015,coffee
4526,1/18/2015,whipped/sour cream
2241,10/18/2015,frozen meals
3694,12/17/2015,rolls/buns
4988,12/20/2015,long life bakery product
4327,4/26/2015,jam
2061,12/15/2015,sparkling wine
3345,9/30/2015,whole milk
1937,1/19/2015,pip fruit
2055,8/11/2015,sugar
4362,8/5/2015,curd
4716,1/3/2015,bottled beer
4657,1/14/2015,yogurt
3281,6/16/2015,frozen potato products
3252,2/15/2015,mustard
4410,5/10/2015,dessert
4396,12/6/2015,salt
3683,5/12/2015,other vegetables
2493,7/8/2015,sliced cheese
1788,4/15/2015,canned beer
1846,5/18/2015,misc. beverages
4685,4/11/2015,root vegetables
2237,9/2/2015,margarine
3755,9/28/2015,butter milk
1280,12/8/2015,fish
4019,6/8/2015,sliced cheese
4875,3/10/2015,dessert
3552,2/9/2015,other vegetables
3134,7/6/2015,other vegetables
4797,4/7/2015,root vegetables
1443,4/3/2015,root vegetables
2171,3/31/2015,rolls/buns
4153,5/27/2015,meat
2476,5/5/2015,root vegetables
1550,5/14/2015,oil
1885,12/25/2015,specialty bar
2592,1/10/2015,soda
4607,11/17/2015,soda
3600,11/26/2015,whole milk
2848,11/15/2015,pasta
4160,4/19/2015,root vegetables
2800,2/2/2015,other vegetables
4882,10/31/2015,pickled vegetables
1908,10/6/2015,female sanitary products
2045,7/12/2015,grapes
4728,2/15/2015,pip fruit
4680,8/22/2015,yogurt
4780,5/4/2015,other vegetables
1107,6/5/2015,misc. beverages
3329,2/21/2015,rolls/buns
4122,4/24/2015,rolls/buns
2690,4/11/2015,sugar
2186,2/14/2015,soda
4871,11/15/2015,cream cheese 
1608,2/21/2015,hamburger meat
1116,7/23/2015,bottled water
1566,11/19/2015,bottled beer
3629,4/13/2015,tropical fruit
1835,1/4/2015,pip fruit
1853,3/2/2015,butter milk
1880,9/15/2015,soda
2476,4/12/2015,whole milk
1349,10/5/2015,shopping bags
3284,1/28/2015,rolls/buns
1660,7/26/2015,specialty chocolate
1866,2/15/2015,bottled water
1678,8/23/2015,whole milk
2327,4/8/2015,bottled water
4710,9/5/2015,root vegetables
4563,6/27/2015,other vegetables
4555,3/31/2015,pip fruit
4160,12/6/2015,rolls/buns
2006,8/12/2015,coffee
3120,12/6/2015,grapes
3750,2/28/2015,yogurt
4985,12/26/2015,hard cheese
2108,11/8/2015,yogurt
2072,2/19/2015,root vegetables
2391,6/27/2015,yogurt
1047,4/1/2015,soda
2464,7/19/2015,other vegetables
2029,8/7/2015,rolls/buns
3704,1/22/2015,mustard
1807,12/18/2015,other vegetables
2337,8/15/2015,hard cheese
4614,10/24/2015,whole milk
4105,5/29/2015,root vegetables
2600,12/5/2015,fruit/vegetable juice
4335,12/10/2015,bottled water
4582,11/13/2015,other vegetables
3306,12/29/2015,frozen vegetables
4789,11/9/2015,shopping bags
4744,1/20/2015,soda
3029,5/31/2015,butter milk
1144,1/28/2015,whipped/sour cream
2273,11/27/2015,root vegetables
1475,12/17/2015,canned beer
1173,10/22/2015,rolls/buns
2148,7/19/2015,hard cheese
3334,3/5/2015,whole milk
2200,10/10/2015,white bread
3973,2/9/2015,hygiene articles
2695,4/7/2015,UHT-milk
3053,12/25/2015,chocolate
2964,11/8/2015,tropical fruit
2494,6/13/2015,butter
1603,7/9/2015,domestic eggs
1264,7/12/2015,semi-finished bread
2809,10/4/2015,other vegetables
3180,9/15/2015,domestic eggs
4539,9/3/2015,bottled water
2990,6/29/2015,canned beer
1969,11/2/2015,frozen vegetables
1191,8/8/2015,specialty chocolate
2690,10/20/2015,soda
3803,10/20/2015,pip fruit
3999,4/19/2015,whipped/sour cream
3677,11/30/2015,napkins
1168,11/2/2015,UHT-milk
1324,12/27/2015,salt
3829,10/7/2015,chewing gum
2664,9/20/2015,domestic eggs
3002,1/22/2015,white bread
4305,6/23/2015,other vegetables
2633,2/14/2015,whole milk
1120,1/14/2015,newspapers
2870,2/25/2015,pastry
2977,11/16/2015,pastry
2135,1/25/2015,cream cheese 
4460,12/7/2015,dessert
2961,7/21/2015,white bread
2109,9/24/2015,sugar
1023,6/28/2015,yogurt
2645,6/26/2015,processed cheese
2910,4/12/2015,cat food
3251,9/11/2015,rolls/buns
2309,12/29/2015,shopping bags
2553,6/21/2015,pip fruit
4100,4/22/2015,pastry
2580,11/17/2015,newspapers
4628,10/12/2015,bottled beer
1073,8/6/2015,pip fruit
1459,7/18/2015,curd
3752,8/21/2015,spread cheese
4655,3/21/2015,pip fruit
2484,6/20/2015,UHT-milk
4990,3/15/2015,salty snack
2356,2/2/2015,butter
3476,4/21/2015,domestic eggs
4643,1/25/2015,brown bread
3287,2/2/2015,rolls/buns
3468,11/14/2015,tropical fruit
2779,12/27/2015,cake bar
3811,11/5/2015,yogurt
3122,10/13/2015,pip fruit
2874,1/22/2015,bottled water
3148,3/28/2015,UHT-milk
4359,9/24/2015,newspapers
4510,3/26/2015,pastry
3298,4/28/2015,prosecco
3285,12/7/2015,whipped/sour cream
4752,11/2/2015,dessert
4741,2/25/2015,whole milk
3557,5/24/2015,whole milk
4328,7/21/2015,tropical fruit
1052,6/7/2015,yogurt
1719,9/17/2015,other vegetables
1360,5/2/2015,white bread
1299,3/6/2015,salty snack
4260,11/16/2015,margarine
1785,7/15/2015,brown bread
3835,6/1/2015,soda
1720,5/12/2015,whole milk
1872,5/4/2015,fruit/vegetable juice
1406,3/23/2015,whipped/sour cream
3560,9/29/2015,coffee
4628,11/29/2015,yogurt
2692,9/10/2015,UHT-milk
4843,5/13/2015,whole milk
4395,6/25/2015,whole milk
1196,11/27/2015,rolls/buns
1076,5/14/2015,butter
3519,1/28/2015,whole milk
1335,10/18/2015,yogurt
4988,10/29/2015,other vegetables
4437,10/20/2015,other vegetables
2262,4/10/2015,hygiene articles
4320,7/1/2015,canned beer
1155,1/4/2015,pet care
3101,12/17/2015,soda
2433,10/19/2015,root vegetables
2051,11/14/2015,whole milk
3144,8/16/2015,curd
2000,8/23/2015,hamburger meat
2427,6/26/2015,UHT-milk
2916,6/13/2015,domestic eggs
1609,12/17/2015,chocolate
2982,6/25/2015,yogurt
1804,11/30/2015,whole milk
4997,12/27/2015,curd
2789,1/28/2015,other vegetables
2512,4/23/2015,bottled water
2641,1/3/2015,frozen fruits
2102,10/5/2015,other vegetables
2979,7/17/2015,ice cream
3685,4/3/2015,dessert
2918,11/10/2015,ice cream
4640,1/31/2015,coffee
1149,6/8/2015,chicken
4608,5/1/2015,canned beer
3794,11/26/2015,berries
3014,4/11/2015,margarine
2083,3/28/2015,whole milk
1656,8/13/2015,whole milk
1482,7/24/2015,cream cheese 
3050,10/20/2015,sliced cheese
3882,4/23/2015,other vegetables
2618,3/12/2015,newspapers
4888,2/13/2015,beverages
2523,12/1/2015,semi-finished bread
4633,4/14/2015,brown bread
2440,2/3/2015,UHT-milk
2100,5/7/2015,specialty cheese
3691,12/2/2015,candy
4499,6/5/2015,frozen vegetables
2370,8/28/2015,chewing gum
3831,10/14/2015,domestic eggs
4744,10/28/2015,salty snack
4919,12/3/2015,root vegetables
4876,2/21/2015,soda
1296,8/20/2015,hard cheese
4845,8/28/2015,beef
4606,3/13/2015,whole milk
1438,2/26/2015,cream cheese 
2777,5/24/2015,soda
4220,10/8/2015,detergent
1943,7/1/2015,other vegetables
3535,1/9/2015,liquor (appetizer)
2194,9/1/2015,dessert
2326,11/29/2015,misc. beverages
4189,7/4/2015,snack products
1023,6/1/2015,rolls/buns
3886,1/4/2015,butter milk
1443,9/10/2015,cream cheese 
1395,6/26/2015,root vegetables
1291,1/14/2015,domestic eggs
1374,10/3/2015,pip fruit
4015,2/20/2015,soft cheese
3009,2/18/2015,frozen vegetables
2961,11/16/2015,mayonnaise
3260,8/7/2015,whole milk
1793,5/19/2015,white wine
2985,5/1/2015,soda
1205,3/14/2015,yogurt
1116,8/10/2015,rolls/buns
1633,9/8/2015,whole milk
3600,7/30/2015,frozen vegetables
4740,10/7/2015,margarine
2677,12/23/2015,root vegetables
1540,8/14/2015,beverages
4323,3/26/2015,grapes
4320,4/18/2015,onions
1363,6/16/2015,butter
1761,9/8/2015,cream cheese 
1733,6/23/2015,organic sausage
1994,5/10/2015,yogurt
4300,4/4/2015,oil
4298,7/25/2015,root vegetables
1097,1/11/2015,soda
3766,7/5/2015,tropical fruit
2348,2/28/2015,root vegetables
4588,8/11/2015,pastry
3784,6/14/2015,spread cheese
2787,5/3/2015,rolls/buns
2056,11/24/2015,pastry
3986,7/25/2015,whole milk
3861,7/7/2015,bottled water
1094,7/1/2015,misc. beverages
4743,1/24/2015,bottled beer
3543,2/6/2015,cat food
4914,3/14/2015,whole milk
2004,8/21/2015,other vegetables
4171,3/6/2015,chewing gum
3041,9/15/2015,hard cheese
1324,10/7/2015,white wine
1524,6/8/2015,cream cheese 
4260,5/30/2015,canned beer
1494,9/29/2015,herbs
2521,3/3/2015,bottled water
2225,4/28/2015,brown bread
3486,12/23/2015,pip fruit
1422,2/28/2015,rolls/buns
3082,2/20/2015,tropical fruit
1114,12/3/2015,dessert
4773,10/31/2015,yogurt
1939,10/30/2015,sliced cheese
2723,3/11/2015,yogurt
1361,8/9/2015,rolls/buns
2294,10/5/2015,rolls/buns
3915,5/3/2015,pip fruit
3579,12/30/2015,herbs
2051,4/20/2015,brown bread
2113,7/9/2015,whole milk
1909,8/31/2015,margarine
2328,2/22/2015,other vegetables
2948,6/19/2015,hard cheese
3504,5/20/2015,dish cleaner
3069,9/4/2015,tropical fruit
2142,5/19/2015,UHT-milk
4411,4/17/2015,beverages
1993,8/7/2015,root vegetables
4579,9/1/2015,whole milk
1177,10/14/2015,brown bread
2499,4/24/2015,frozen vegetables
4427,1/14/2015,root vegetables
2883,12/10/2015,bottled water
1242,4/12/2015,bottled beer
3409,11/12/2015,brown bread
1307,6/22/2015,baking powder
3507,10/11/2015,frozen vegetables
2606,1/26/2015,rolls/buns
3048,6/6/2015,tidbits
2007,11/23/2015,brown bread
3072,1/26/2015,pickled vegetables
3354,1/14/2015,other vegetables
3656,11/3/2015,yogurt
4417,5/18/2015,tropical fruit
3296,6/6/2015,specialty bar
1323,4/30/2015,beef
1754,9/17/2015,pip fruit
3872,3/11/2015,whole milk
3691,5/2/2015,butter
1218,12/29/2015,whole milk
1381,3/23/2015,domestic eggs
4550,2/3/2015,other vegetables
1377,6/2/2015,bottled water
4388,2/19/2015,sauces
2157,7/14/2015,newspapers
3321,12/25/2015,bottled beer
3205,11/12/2015,butter
4444,7/22/2015,UHT-milk
2348,1/11/2015,root vegetables
4275,8/18/2015,chocolate
3664,4/5/2015,brown bread
1627,11/2/2015,other vegetables
1641,5/27/2015,pork
1461,12/21/2015,margarine
4266,6/17/2015,root vegetables
2754,2/5/2015,fruit/vegetable juice
3117,9/30/2015,other vegetables
1654,4/29/2015,frozen potato products
1154,5/17/2015,whole milk
1333,9/22/2015,curd
2188,7/28/2015,rolls/buns
4679,5/16/2015,other vegetables
2495,7/28/2015,soda
4117,10/12/2015,tropical fruit
4035,12/1/2015,canned beer
1500,6/1/2015,soda
4357,4/13/2015,canned beer
1199,11/21/2015,white bread
4467,11/22/2015,whole milk
4220,11/21/2015,whole milk
4376,7/16/2015,jam
4190,12/24/2015,fruit/vegetable juice
4501,6/15/2015,pork
1454,10/22/2015,coffee
3922,1/4/2015,rolls/buns
3586,2/5/2015,beverages
2139,4/16/2015,yogurt
2475,10/11/2015,soda
3419,5/12/2015,curd
2518,3/7/2015,rolls/buns
1690,3/3/2015,frozen vegetables
1281,2/6/2015,oil
2176,4/2/2015,long life bakery product
2787,3/13/2015,UHT-milk
3460,2/14/2015,whole milk
3224,1/19/2015,bottled water
1540,11/26/2015,root vegetables
3942,4/4/2015,other vegetables
2939,3/8/2015,bottled water
3807,10/26/2015,seasonal products
3380,5/16/2015,pip fruit
1785,7/6/2015,whole milk
2625,6/3/2015,baking powder
1828,3/24/2015,bottled water
4225,8/5/2015,root vegetables
1646,8/28/2015,butter
1412,11/16/2015,cream cheese 
1892,4/24/2015,yogurt
2535,10/11/2015,other vegetables
4107,11/15/2015,dog food
1452,3/29/2015,soda
4853,9/17/2015,house keeping products
2196,8/23/2015,other vegetables
1026,5/28/2015,root vegetables
3879,3/12/2015,whipped/sour cream
4967,9/23/2015,other vegetables
3408,5/11/2015,rolls/buns
3732,1/26/2015,white wine
1040,11/26/2015,onions
2612,5/31/2015,frozen meals
1137,9/26/2015,other vegetables
4223,6/15/2015,herbs
3832,7/17/2015,whole milk
2179,4/16/2015,whole milk
2604,12/2/2015,other vegetables
2238,3/20/2015,whole milk
2589,12/2/2015,other vegetables
2402,6/9/2015,bottled water
4130,6/11/2015,root vegetables
4841,12/17/2015,yogurt
1734,8/6/2015,pork
3748,3/27/2015,butter milk
1021,10/22/2015,yogurt
1104,4/1/2015,rolls/buns
2613,9/1/2015,soda
4204,10/16/2015,rolls/buns
2022,7/22/2015,white wine
2242,5/6/2015,butter
4352,7/20/2015,margarine
1945,5/2/2015,tropical fruit
1427,11/26/2015,other vegetables
3709,8/9/2015,pastry
1349,4/13/2015,domestic eggs
4691,8/1/2015,other vegetables
1465,6/26/2015,other vegetables
2867,7/16/2015,other vegetables
2381,5/17/2015,salt
2471,8/13/2015,hamburger meat
3252,8/22/2015,bottled water
4077,3/18/2015,curd cheese
2359,4/21/2015,other vegetables
4430,2/12/2015,tropical fruit
3456,10/9/2015,root vegetables
2563,3/6/2015,chicken
2386,4/10/2015,curd
4909,10/26/2015,domestic eggs
1014,3/10/2015,bottled beer
1389,2/18/2015,tropical fruit
4800,12/24/2015,soda
1069,8/20/2015,sliced cheese
1833,12/7/2015,whole milk
4028,8/7/2015,napkins
3919,9/2/2015,margarine
3086,2/1/2015,brown bread
2708,2/17/2015,frozen meals
3513,8/29/2015,condensed milk
3774,9/16/2015,beef
4827,1/27/2015,bottled water
4213,8/23/2015,chicken
4536,2/24/2015,bottled beer
1489,6/23/2015,soda
2005,9/22/2015,male cosmetics
2429,6/29/2015,whole milk
2721,10/8/2015,root vegetables
3909,9/2/2015,flour
4808,8/20/2015,semi-finished bread
4024,10/16/2015,margarine
2855,3/2/2015,herbs
4881,7/28/2015,whipped/sour cream
1214,10/1/2015,yogurt
1608,10/11/2015,whole milk
1724,9/9/2015,pip fruit
1911,2/6/2015,tropical fruit
3881,2/4/2015,other vegetables
1780,8/27/2015,whole milk
4675,9/14/2015,other vegetables
3497,9/24/2015,whole milk
1000,3/15/2015,semi-finished bread
3955,8/28/2015,canned beer
4232,12/19/2015,pip fruit
3472,2/28/2015,other vegetables
4217,5/2/2015,yogurt
3778,1/10/2015,citrus fruit
2666,6/4/2015,dessert
3518,5/18/2015,fruit/vegetable juice
4525,9/28/2015,citrus fruit
2975,1/28/2015,grapes
1339,11/28/2015,whole milk
2001,1/28/2015,other vegetables
2091,10/19/2015,pastry
2453,8/28/2015,whole milk
4681,2/28/2015,soda
2618,9/14/2015,yogurt
3389,1/26/2015,root vegetables
3044,9/29/2015,root vegetables
3039,2/9/2015,candles
4563,5/14/2015,canned beer
2683,11/8/2015,soda
4063,12/11/2015,pastry
3014,10/19/2015,newspapers
4356,1/12/2015,whole milk
3050,6/5/2015,white bread
3613,5/6/2015,root vegetables
3152,11/24/2015,semi-finished bread
4187,10/28/2015,canned vegetables
2001,3/3/2015,other vegetables
